row_key,question_scope,week_open_utc,pair,candidate_b_side,box_model,session_id,session_label,start_mode_id,start_status,start_side,start_timestamp_utc,trigger_basis,valid_geometry_basis,geometry_regime_m1,geometry_regime_adr_event,geometry_harvestable_candidate_m1,geometry_harvestable_candidate_adr_event,session_range_adr,pe_m1_1_session,pe_adr_event_1_session,entry_range_adr,adaptive_spacing_adr,required_extension_adr,session_mid_price,start_price,start_distance_from_mid_adr,start_delay_minutes_from_entry_start,relaxed_sweep_rejection_candidates,strict_sweep_rejection_displacement_candidates,candidate_b_alignment,david_alignment,david_state_at_start,david_raw_state_at_start,david_ma_at_start,david_rsi_at_start,sweep_timestamp_utc,rejection_timestamp_utc,displacement_timestamp_utc,sweep_depth_adr,displacement_body_adr,eod_flatten_timestamp_utc,eod_mfe_adr,eod_mae_adr,eod_mfe_quantum_units,eod_mfe_timestamp_utc,eod_mae_timestamp_utc,eod_close_pnl_adr,eod_hit_1q,eod_hit_2q,eod_hit_3q,next_day_flatten_timestamp_utc,next_day_mfe_adr,next_day_mae_adr,next_day_mfe_quantum_units,next_day_close_pnl_adr,next_day_hit_1q,next_day_hit_2q,next_day_hit_3q,full_available_mfe_adr,full_available_mae_adr,full_available_mfe_quantum_units,hold_until_profit_first_positive_timestamp_utc,hold_until_profit_first_1q_timestamp_utc,hold_until_profit_first_2q_timestamp_utc,hold_until_profit_first_3q_timestamp_utc,content_hash
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|asia_london|2022-01-11|david_contra_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,asia_london|2022-01-11,ASIA_LONDON,david_contra_geometry_start,found,SHORT,2022-01-11T10:26:00.000Z,david_contra_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.726588,0.011702,0.061211,0.57927,0.242196,0.242196,1.892065,1.89552,0.314188,626,0,0,-1,1,UP,UP,1.892143,53.989595,,,,,,2022-01-11T21:00:00.000Z,0.625648,0.067293,2.58323,2022-01-11T19:00:00.000Z,2022-01-11T14:45:00.000Z,0.472873,true,true,false,2022-01-12T21:00:00.000Z,1.412253,0.067293,5.831034,1.340413,true,true,true,1.556843,0.067293,6.428029,2022-01-11T10:27:00.000Z,2022-01-11T11:56:00.000Z,2022-01-11T18:32:00.000Z,2022-01-12T13:37:00.000Z,9C9031E9B274D1FE5833717C57AE9AC387A94C8FDE9C762A6A478E98D740F802
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|asia_london|2022-01-12|strict_sweep_rejection_displacement,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,asia_london|2022-01-12,ASIA_LONDON,strict_sweep_rejection_displacement,blocked_no_start,,,strict_katarakti,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.692941,0.004098,0.051909,0.371023,0.23098,0.23098,1.89245,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D54D02B24222DDAB97A0F76A92B0FBA20DE5A03B225F5398958C7EDBEC4FB809
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|asia_london|2022-01-12|relaxed_sweep_rejection,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,asia_london|2022-01-12,ASIA_LONDON,relaxed_sweep_rejection,blocked_no_start,,,sweep_rejection,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.692941,0.004098,0.051909,0.371023,0.23098,0.23098,1.89245,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33B9074F795E4389DB94B70949127DEEC7F6E26456496DF8E0B18E4236050FF5
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|asia_london|2022-01-12|first_mean_extension_touch,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,asia_london|2022-01-12,ASIA_LONDON,first_mean_extension_touch,found,LONG,2022-01-12T01:41:00.000Z,session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.692941,0.004098,0.051909,0.371023,0.23098,0.23098,1.89245,1.88999,0.23189,101,0,0,1,-1,UP,DOWN,1.892589,49.499659,,,,,,2022-01-12T21:00:00.000Z,0.27372,0.909371,1.185038,2022-01-12T08:39:00.000Z,2022-01-12T20:00:00.000Z,-0.837531,true,false,false,2022-01-13T21:00:00.000Z,0.27372,1.053961,1.185038,-0.619282,true,false,false,0.415582,1.053961,1.799212,2022-01-12T01:42:00.000Z,2022-01-12T08:31:00.000Z,,,4DCC772CABEC5DE6E50254147CA5900A6D7516CE71CED47EB7143C7E03645E8E
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|asia_london|2022-01-12|candidate_b_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,asia_london|2022-01-12,ASIA_LONDON,candidate_b_geometry_start,found,LONG,2022-01-12T01:41:00.000Z,candidate_b_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.692941,0.004098,0.051909,0.371023,0.23098,0.23098,1.89245,1.88999,0.23189,101,0,0,1,-1,UP,DOWN,1.892589,49.499659,,,,,,2022-01-12T21:00:00.000Z,0.27372,0.909371,1.185038,2022-01-12T08:39:00.000Z,2022-01-12T20:00:00.000Z,-0.837531,true,false,false,2022-01-13T21:00:00.000Z,0.27372,1.053961,1.185038,-0.619282,true,false,false,0.415582,1.053961,1.799212,2022-01-12T01:42:00.000Z,2022-01-12T08:31:00.000Z,,,F92B7EE328F7AFAD1B498DCFD7E9A3DE2E136495E8C3FE78CA7A562F28923A1F
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|asia_london|2022-01-12|david_contra_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,asia_london|2022-01-12,ASIA_LONDON,david_contra_geometry_start,blocked_no_start,,,david_contra_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.692941,0.004098,0.051909,0.371023,0.23098,0.23098,1.89245,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65696B618587F03293987456A83D1116A6E34F6CFD889F05302CB1522268E7E1
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|asia_london|2022-01-13|strict_sweep_rejection_displacement,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,asia_london|2022-01-13,ASIA_LONDON,strict_sweep_rejection_displacement,blocked_no_start,,,strict_katarakti,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.105795,0.013645,0.08308,0.562901,0.3,0.3,1.88607,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8A58B92F3782B34FC66F038D682BC2127083F44550C2317395846A31424F8C2D
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|asia_london|2022-01-13|relaxed_sweep_rejection,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,asia_london|2022-01-13,ASIA_LONDON,relaxed_sweep_rejection,blocked_no_start,,,sweep_rejection,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.105795,0.013645,0.08308,0.562901,0.3,0.3,1.88607,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977523160929E063BD38DA3038369F73047DDFC0D4DD0A22D624B19451512297
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|asia_london|2022-01-13|first_mean_extension_touch,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,asia_london|2022-01-13,ASIA_LONDON,first_mean_extension_touch,found,LONG,2022-01-13T00:00:00.000Z,session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.105795,0.013645,0.08308,0.562901,0.3,0.3,1.88607,1.88224,0.350109,0,0,0,1,-1,UP,DOWN,1.885818,44.16391,,,,,,2022-01-13T21:00:00.000Z,0.21734,0.349198,0.724467,2022-01-13T02:09:00.000Z,2022-01-13T13:33:00.000Z,0.085481,false,false,false,2022-01-14T21:00:00.000Z,1.120345,0.349198,3.734483,0.876634,true,true,true,1.120345,0.349198,3.734483,2022-01-13T00:01:00.000Z,2022-01-14T01:19:00.000Z,2022-01-14T09:52:00.000Z,2022-01-14T13:06:00.000Z,C9A8642D678A8108CB72798E24302CA676CE8610339899922567FC12C5BD05A1
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|asia_london|2022-01-13|candidate_b_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,asia_london|2022-01-13,ASIA_LONDON,candidate_b_geometry_start,found,LONG,2022-01-13T00:00:00.000Z,candidate_b_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.105795,0.013645,0.08308,0.562901,0.3,0.3,1.88607,1.88224,0.350109,0,0,0,1,-1,UP,DOWN,1.885818,44.16391,,,,,,2022-01-13T21:00:00.000Z,0.21734,0.349198,0.724467,2022-01-13T02:09:00.000Z,2022-01-13T13:33:00.000Z,0.085481,false,false,false,2022-01-14T21:00:00.000Z,1.120345,0.349198,3.734483,0.876634,true,true,true,1.120345,0.349198,3.734483,2022-01-13T00:01:00.000Z,2022-01-14T01:19:00.000Z,2022-01-14T09:52:00.000Z,2022-01-14T13:06:00.000Z,B99D03FC4EA282CDB754DBD9AE5C2B38AD59CB91C7FACEB7D979BC5F7FDDFDC5
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|asia_london|2022-01-13|david_contra_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,asia_london|2022-01-13,ASIA_LONDON,david_contra_geometry_start,blocked_no_start,,,david_contra_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.105795,0.013645,0.08308,0.562901,0.3,0.3,1.88607,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F400FDD5EDBDF14D6BA7C1C9E7F8C79E416FF114C88044F220525F5D7871A38F
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|ny|2022-01-14|strict_sweep_rejection_displacement,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,ny|2022-01-14,NY,strict_sweep_rejection_displacement,blocked_no_start,,,strict_katarakti,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.789334,0.005645,0.031953,0.62201,0.263111,0.263111,1.88738,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C273C0B54D5F0E436E1F0BEED568CCC09A08604BC53B964672C32914D7EF21DA
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|ny|2022-01-14|relaxed_sweep_rejection,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,ny|2022-01-14,NY,relaxed_sweep_rejection,blocked_no_start,,,sweep_rejection,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.789334,0.005645,0.031953,0.62201,0.263111,0.263111,1.88738,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,087EFA3762901DF10CB6B7D8C80BC85C032229DE5E36C59F38AE1F96F2C5D2EC
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|ny|2022-01-14|first_mean_extension_touch,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,ny|2022-01-14,NY,first_mean_extension_touch,found,SHORT,2022-01-14T13:00:00.000Z,session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.789334,0.005645,0.031953,0.62201,0.263111,0.263111,1.88738,1.89162,0.385573,0,0,0,-1,1,UP,UP,1.884882,55.013923,,,,,,2022-01-14T21:00:00.000Z,0.354655,0.267355,1.347929,2022-01-14T15:01:00.000Z,2022-01-14T13:51:00.000Z,-0.023644,true,false,false,2022-01-15T21:00:00.000Z,0.354655,0.267355,1.347929,-0.023644,true,false,false,0.354655,0.267355,1.347929,2022-01-14T13:01:00.000Z,2022-01-14T14:56:00.000Z,,,2EE3D425630949C2A54089A70DEC7D0617CFD209EB1380872794FE959681B4D4
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|ny|2022-01-14|candidate_b_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,ny|2022-01-14,NY,candidate_b_geometry_start,blocked_no_start,,,candidate_b_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.789334,0.005645,0.031953,0.62201,0.263111,0.263111,1.88738,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A5F8C3AEE03F0ACF72C22179348B2CFB93AC082099B3C84A3B0F9D9FE80B0A0
2022-01-10T00:00:00.000Z|GBPAUD|archived_utc|ny|2022-01-14|david_contra_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,archived_utc,ny|2022-01-14,NY,david_contra_geometry_start,found,SHORT,2022-01-14T13:00:00.000Z,david_contra_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.789334,0.005645,0.031953,0.62201,0.263111,0.263111,1.88738,1.89162,0.385573,0,0,0,-1,1,UP,UP,1.884882,55.013923,,,,,,2022-01-14T21:00:00.000Z,0.354655,0.267355,1.347929,2022-01-14T15:01:00.000Z,2022-01-14T13:51:00.000Z,-0.023644,true,false,false,2022-01-15T21:00:00.000Z,0.354655,0.267355,1.347929,-0.023644,true,false,false,0.354655,0.267355,1.347929,2022-01-14T13:01:00.000Z,2022-01-14T14:56:00.000Z,,,C26BCA861662A7C6CAA3C3D17EFFE83D24FD595AA962A5F5039F8E0B3F11F437
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-10|strict_sweep_rejection_displacement,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-10,ASIA_LONDON,strict_sweep_rejection_displacement,blocked_no_start,,,strict_katarakti,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.726588,0.00677,0.04604,0.57927,0.242196,0.242196,1.892065,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FE9C7B20F83CAEA721D1CAA7A3FB57F938C56F031F8623D6F47CF040130CF728
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-10|relaxed_sweep_rejection,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-10,ASIA_LONDON,relaxed_sweep_rejection,blocked_no_start,,,sweep_rejection,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.726588,0.00677,0.04604,0.57927,0.242196,0.242196,1.892065,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D443AD325A2EA8CCF27EB064A6A6B6893946897051BC50FE81E379637489F9CA
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-10|first_mean_extension_touch,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-10,ASIA_LONDON,first_mean_extension_touch,found,LONG,2022-01-11T03:25:00.000Z,session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.726588,0.00677,0.04604,0.57927,0.242196,0.242196,1.892065,1.8894,0.246894,260,0,0,1,,,,,,,,,,,2022-01-11T21:00:00.000Z,0.623828,0.069113,2.575716,2022-01-11T14:45:00.000Z,2022-01-11T19:00:00.000Z,0.083662,true,true,false,2022-01-12T21:00:00.000Z,0.623828,0.855718,2.575716,-0.783878,true,true,false,0.623828,1.000308,2.575716,2022-01-11T03:26:00.000Z,2022-01-11T06:22:00.000Z,2022-01-11T06:52:00.000Z,,4CC156A2B30B4119ED186A2A051DB1928F7B70AF9BAB41CD81439B092A3D48A6
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-10|candidate_b_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-10,ASIA_LONDON,candidate_b_geometry_start,found,LONG,2022-01-11T03:25:00.000Z,candidate_b_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.726588,0.00677,0.04604,0.57927,0.242196,0.242196,1.892065,1.8894,0.246894,260,0,0,1,,,,,,,,,,,2022-01-11T21:00:00.000Z,0.623828,0.069113,2.575716,2022-01-11T14:45:00.000Z,2022-01-11T19:00:00.000Z,0.083662,true,true,false,2022-01-12T21:00:00.000Z,0.623828,0.855718,2.575716,-0.783878,true,true,false,0.623828,1.000308,2.575716,2022-01-11T03:26:00.000Z,2022-01-11T06:22:00.000Z,2022-01-11T06:52:00.000Z,,26C5D30516E0DD09540EB8721FFEACFBCBE04FEDB214F873A91FCA71DCE0A17F
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-10|david_contra_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-10,ASIA_LONDON,david_contra_geometry_start,found,SHORT,2022-01-11T10:26:00.000Z,david_contra_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.726588,0.00677,0.04604,0.57927,0.242196,0.242196,1.892065,1.89552,0.314188,681,0,0,-1,1,UP,UP,1.892143,53.989595,,,,,,2022-01-11T21:00:00.000Z,0.625648,0.067293,2.58323,2022-01-11T19:00:00.000Z,2022-01-11T14:45:00.000Z,0.472873,true,true,false,2022-01-12T21:00:00.000Z,1.412253,0.067293,5.831034,1.340413,true,true,true,1.556843,0.067293,6.428029,2022-01-11T10:27:00.000Z,2022-01-11T11:56:00.000Z,2022-01-11T18:32:00.000Z,2022-01-12T13:37:00.000Z,FF9A63837588A4AF15A785E25E686D181100EDCC97003F0CACE7F926F15318C5
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-11|strict_sweep_rejection_displacement,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-11,ASIA_LONDON,strict_sweep_rejection_displacement,blocked_no_start,,,strict_katarakti,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.692941,0.004081,0.053517,0.371023,0.23098,0.23098,1.89245,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7048F054EA8AC5E7B3925BF09D5BC6B538C851D628E47860DF3F1F3704184CE3
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-11|relaxed_sweep_rejection,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-11,ASIA_LONDON,relaxed_sweep_rejection,blocked_no_start,,,sweep_rejection,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.692941,0.004081,0.053517,0.371023,0.23098,0.23098,1.89245,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83D8CF93A2F0304520665694DAC080CFEF7E1CED32BF54642E74AFD1E916D907
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-11|first_mean_extension_touch,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-11,ASIA_LONDON,first_mean_extension_touch,found,LONG,2022-01-12T01:41:00.000Z,session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.692941,0.004081,0.053517,0.371023,0.23098,0.23098,1.89245,1.88999,0.23189,156,0,0,1,-1,UP,DOWN,1.892589,49.499659,,,,,,2022-01-12T21:00:00.000Z,0.27372,0.909371,1.185038,2022-01-12T08:39:00.000Z,2022-01-12T20:00:00.000Z,-0.837531,true,false,false,2022-01-13T21:00:00.000Z,0.27372,1.053961,1.185038,-0.619282,true,false,false,0.415582,1.053961,1.799212,2022-01-12T01:42:00.000Z,2022-01-12T08:31:00.000Z,,,EF3DE9DDBAEA52F835E8CA39EEC0C7942C4ABD7C1A8E0C22B03106940489AA77
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-11|candidate_b_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-11,ASIA_LONDON,candidate_b_geometry_start,found,LONG,2022-01-12T01:41:00.000Z,candidate_b_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.692941,0.004081,0.053517,0.371023,0.23098,0.23098,1.89245,1.88999,0.23189,156,0,0,1,-1,UP,DOWN,1.892589,49.499659,,,,,,2022-01-12T21:00:00.000Z,0.27372,0.909371,1.185038,2022-01-12T08:39:00.000Z,2022-01-12T20:00:00.000Z,-0.837531,true,false,false,2022-01-13T21:00:00.000Z,0.27372,1.053961,1.185038,-0.619282,true,false,false,0.415582,1.053961,1.799212,2022-01-12T01:42:00.000Z,2022-01-12T08:31:00.000Z,,,950457894B385540CE1529DCC974C9407F5C018DA074AFB50EFC6466ACD59168
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-11|david_contra_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-11,ASIA_LONDON,david_contra_geometry_start,blocked_no_start,,,david_contra_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,0.692941,0.004081,0.053517,0.371023,0.23098,0.23098,1.89245,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69C65C3609271336E3D7AD8AF8368FD654D135755479A808A6E3EBFA4A02430A
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-12|strict_sweep_rejection_displacement,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,strict_sweep_rejection_displacement,blocked_no_start,,,strict_katarakti,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.105795,0.008917,0.069066,0.562901,0.3,0.3,1.88607,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5BB875546D274B064968CE7DD8322F97F03D6977E4C1CA180F77C56AE2B10E15
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-12|relaxed_sweep_rejection,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,relaxed_sweep_rejection,blocked_no_start,,,sweep_rejection,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.105795,0.008917,0.069066,0.562901,0.3,0.3,1.88607,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5BD7757D353B42FD45BFEF870530B1AA3EFEAAD3C322F092945AB70B71A1900F
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-12|first_mean_extension_touch,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,first_mean_extension_touch,found,LONG,2022-01-12T23:05:00.000Z,session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.105795,0.008917,0.069066,0.562901,0.3,0.3,1.88607,1.88175,0.393758,0,0,0,1,-1,UP,DOWN,1.886067,43.029067,,,,,,2022-01-13T21:00:00.000Z,0.261899,0.304639,0.872997,2022-01-13T02:09:00.000Z,2022-01-13T13:33:00.000Z,0.13004,false,false,false,2022-01-14T21:00:00.000Z,1.164904,0.304639,3.883013,0.921193,true,true,true,1.164904,0.304639,3.883013,2022-01-12T23:06:00.000Z,2022-01-14T00:04:00.000Z,2022-01-14T09:50:00.000Z,2022-01-14T12:56:00.000Z,B2636DA01DAFF417B895D883FE89FE9E999CF3C8566C59A27945EC8992D9BE07
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-12|candidate_b_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,candidate_b_geometry_start,found,LONG,2022-01-12T23:05:00.000Z,candidate_b_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.105795,0.008917,0.069066,0.562901,0.3,0.3,1.88607,1.88175,0.393758,0,0,0,1,-1,UP,DOWN,1.886067,43.029067,,,,,,2022-01-13T21:00:00.000Z,0.261899,0.304639,0.872997,2022-01-13T02:09:00.000Z,2022-01-13T13:33:00.000Z,0.13004,false,false,false,2022-01-14T21:00:00.000Z,1.164904,0.304639,3.883013,0.921193,true,true,true,1.164904,0.304639,3.883013,2022-01-12T23:06:00.000Z,2022-01-14T00:04:00.000Z,2022-01-14T09:50:00.000Z,2022-01-14T12:56:00.000Z,A1313416FB227245C164EE702EF7816A452405FF2D84299E3B899B9F6271CD31
2022-01-10T00:00:00.000Z|GBPAUD|ny_clean_et|ny_clean_evening|2022-01-12|david_contra_geometry_start,start_mode_inside_valid_geometry,2022-01-10T00:00:00.000Z,GBPAUD,LONG,ny_clean_et,ny_clean_evening|2022-01-12,ASIA_LONDON,david_contra_geometry_start,blocked_no_start,,,david_contra_session_mid_extension,adr_event_harvestable_chop_candidate,harvestable_chop_candidate,harvestable_chop_candidate,true,true,1.105795,0.008917,0.069066,0.562901,0.3,0.3,1.88607,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102E61E1E404718EC2B5CF5B6F7C45A6B89388C0BDCBE760219BFEFC369DC044
